Admitidos.Desligados,Competкncia.Declarada,Municнpio,Ano.Declarado,CBO.2002.Ocupaзгo,CNAE.1.0.Classe,CNAE.2.0.Classe,CNAE.2.0.Subclas,Faixa.Empr.Inнcio.Jan,Grau.Instruзгo,Qtd.Hora.Contrat,IBGE.Subsetor,Idade,Ind.Aprendiz,Ind.Portador.Defic,Raзa.Cor,Salбrio.Mensal,Saldo.Mov,Sexo,Tempo.Emprego,Tipo.Estab,Tipo.Defic,Tipo.Mov.Desagregado,UF,Bairros.SP,Bairros.Fortaleza,Bairros.RJ,Distritos.SP,Regiхes.Adm.DF,Mesorregiгo,Microrregiгo,Regiгo.Adm.RJ,Regiгo.Adm.SP,Regiгo.Corede,Regiгo.Corede.04,Regiгo.Gov.SP,Regiгo.Senac.PR,Regiгo.Senai.PR,Regiгo.Senai.SP,Sub.Regiгo.Senai.PR,Ind.Trab.Parcial,Ind.Trab.Intermitente
1,201501,240810,2015,251110,73202,72207,7220700,3,9,44,21,24,0,0,9,3718,1,2,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201501,240810,2015,251110,73202,72207,7220700,3,9,44,21,23,0,0,9,3718,1,2,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
2,201501,292740,2015,251110,75116,84116,8411600,9,9,40,24,40,0,0,8,3326,-1,1,17,1,0,4,29,{с c,{с c,{с c,{с c,0,2905,29021,{с,999,{с,99,999,99,{с,999,99,,
2,201501,292740,2015,251110,75116,84116,8411600,9,9,40,24,39,0,0,8,3226,-1,2,17,1,0,4,29,{с c,{с c,{с c,{с c,0,2905,29021,{с,999,{с,99,999,99,{с,999,99,,
2,201501,330280,2015,251110,73202,72207,7220700,1,9,44,21,53,0,0,2,2230,-1,1,11,1,0,4,33,{с c,{с c,9999,{с c,0,3306,33014,99,999,{с,99,999,99,{с,999,99,,
1,201501,330280,2015,251110,73202,72207,7220700,1,9,44,21,27,0,0,2,2230,1,2,0,1,0,2,33,{с c,{с c,9999,{с c,0,3306,33014,99,999,{с,99,999,99,{с,999,99,,
1,201501,330455,2015,251110,73202,72207,7220700,1,9,40,21,23,0,0,2,6412,1,1,0,1,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201501,353870,2015,251110,63401,52508,5250804,6,9,44,19,44,0,0,2,11000,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3506,35028,{с,4,{с,99,18,99,{с,34,99,,
2,201501,353870,2015,251110,63401,52508,5250804,6,9,44,19,35,0,0,2,10998,-1,1,16,1,0,6,35,9999,{с c,{с c,9999,0,3506,35028,{с,4,{с,99,18,99,{с,34,99,,
2,201501,355030,2015,251110,73202,72207,7220700,5,9,44,21,24,0,0,2,3382,-1,1,3,1,0,4,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201501,355030,2015,251110,73202,72207,7220700,1,9,44,21,48,0,0,2,4000,-1,2,6,1,0,6,35,224,{с c,{с c,96,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201501,354990,2015,251110,73202,72207,7220700,2,9,44,21,37,0,0,2,2075,-1,1,8,1,0,4,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
2,201501,351060,2015,251110,74993,82997,8299799,5,9,44,19,27,0,0,2,4087,-1,1,25,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201501,351060,2015,251110,74993,82997,8299799,5,9,44,19,30,0,0,2,5375,-1,1,16,1,0,6,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201501,351060,2015,251110,74993,82997,8299799,5,9,44,19,50,0,0,2,4087,-1,2,8,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201501,351060,2015,251110,74993,82997,8299799,5,9,44,19,25,0,0,2,3503,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201501,411270,2015,251110,52442,47440,4744099,1,9,44,16,21,0,0,2,788,-1,2,12,1,0,4,41,{с c,{с c,{с c,{с c,0,4104,41014,{с,999,{с,99,999,12,3,999,13,,
1,201501,410690,2015,251110,74993,74901,7490199,2,9,44,19,35,0,0,2,2500,1,2,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201501,430700,2015,251110,73202,72207,7220700,4,9,44,21,26,0,0,2,2500,1,2,0,1,0,1,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201501,431560,2015,251110,73202,72207,7220700,1,9,22,21,40,0,0,2,1000,-1,1,52,1,0,4,43,{с c,{с c,{с c,{с c,0,4307,43035,{с,999,18,20,999,99,{с,999,99,,
1,201502,314000,2015,251110,74705,81214,8121400,6,9,44,21,25,0,0,2,6698,1,2,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3107,31033,{с,999,{с,99,999,99,{с,999,99,,
1,201502,310620,2015,251110,74209,71197,7119702,5,9,44,19,38,0,0,8,4000,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201502,310620,2015,251110,74160,70204,7020400,9,9,44,19,36,0,0,2,7713,-1,2,22,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201502,310620,2015,251110,74160,70204,7020400,9,9,44,19,55,0,0,2,15163,-1,2,21,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201502,314610,2015,251110,73202,72207,7220700,1,9,44,21,31,0,0,2,5440,-1,1,31,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31033,{с,999,{с,99,999,99,{с,999,99,,
2,201502,330330,2015,251110,74209,71111,7111100,1,9,44,19,37,0,0,2,2500,-1,1,7,1,0,6,33,{с c,{с c,9999,{с c,0,3306,33018,99,999,{с,99,999,99,{с,999,99,,
2,201502,330455,2015,251110,73202,72207,7220700,1,9,40,21,32,0,0,2,10516,-1,2,5,1,0,4,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
2,201502,330455,2015,251110,73202,72207,7220700,1,9,40,21,23,0,0,2,6412,-1,1,1,1,0,6,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
2,201502,355030,2015,251110,73202,72207,7220700,5,9,44,21,28,0,0,2,3382,-1,1,3,1,0,6,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201502,355030,2015,251110,73202,72207,7220700,5,9,44,21,46,0,0,2,3382,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201502,355030,2015,251110,73202,72207,7220700,5,9,44,21,34,0,0,2,3382,1,2,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201502,355030,2015,251110,73202,72207,7220700,5,9,44,21,34,0,0,2,3282,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201502,351060,2015,251110,74993,82997,8299799,5,9,44,19,28,0,0,2,4087,-1,1,15,1,0,6,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201502,351060,2015,251110,74993,82997,8299799,5,9,44,19,29,0,0,8,3503,-1,1,15,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201502,355030,2015,251110,74209,71111,7111100,3,9,44,19,43,0,0,2,3000,-1,2,7,1,0,6,35,{с c,{с c,{с c,69,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201502,351518,2015,251110,73202,72207,7220700,3,9,44,21,20,0,0,2,979,-1,2,2,1,0,43,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
2,201502,410690,2015,251110,52434,47547,4754701,1,9,44,16,24,0,0,9,1500,-1,2,7,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
2,201502,410690,2015,251110,73202,72207,7220700,3,9,44,21,23,0,0,6,2500,-1,1,13,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201502,410690,2015,251110,73202,72207,7220700,3,9,44,21,27,0,0,6,4700,1,1,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201502,410690,2015,251110,73202,72207,7220700,3,9,44,21,20,0,0,6,2200,1,1,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201502,421870,2015,251110,73202,72207,7220700,3,9,22,21,30,0,0,2,1710,1,2,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201502,430676,2015,251110,50105,45111,4511104,5,9,44,16,53,0,0,2,16224,-1,1,101,1,0,4,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
2,201502,431560,2015,251110,73202,72207,7220700,1,9,44,21,27,0,0,2,1000,-1,1,9,1,0,4,43,{с c,{с c,{с c,{с c,0,4307,43035,{с,999,18,20,999,99,{с,999,99,,
2,201502,430700,2015,251110,73202,72207,7220700,4,9,44,21,23,0,0,2,1200,-1,1,10,1,0,6,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201502,431490,2015,251110,73202,72207,7220700,1,9,44,21,26,0,0,2,1715,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
1,201502,510340,2015,251110,74993,74901,7490199,2,9,44,19,43,0,0,8,4100,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5104,51017,{с,999,{с,99,999,99,{с,999,99,,
2,201502,520870,2015,251110,74993,82113,8211300,2,9,44,19,22,0,0,2,3600,-1,1,7,1,0,6,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201502,520970,2015,251110,73202,72207,7220700,1,9,39,21,29,0,0,8,800,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201503,261160,2015,251110,92525,91023,9102302,1,9,44,21,29,0,0,2,804,-1,1,15,1,0,4,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201503,355030,2015,251110,73202,72207,7220700,1,9,44,21,43,0,0,2,3500,1,2,0,1,0,2,35,224,{с c,{с c,96,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201503,355030,2015,251110,72214,62031,6203100,6,9,40,19,29,0,0,2,7500,1,2,0,1,0,2,35,1716,{с c,{с c,33,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201503,353060,2015,251110,50105,45111,4511101,6,9,44,16,45,0,0,2,13333,-1,1,10,1,0,4,35,9999,{с c,{с c,9999,0,3515,35062,{с,13,{с,99,1,99,{с,29,99,,
1,201503,355030,2015,251110,51691,46630,4663000,4,9,44,17,51,0,0,2,2937,1,1,0,1,0,2,35,1466,{с c,{с c,14,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201503,351060,2015,251110,74993,82997,8299799,5,9,44,19,24,0,0,2,3503,-1,2,3,1,0,11,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201503,351060,2015,251110,74993,82997,8299799,5,9,44,19,30,0,0,2,4087,-1,1,3,1,0,11,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201503,351060,2015,251110,74993,82997,8299799,5,9,44,19,26,0,0,2,4087,1,2,0,1,0,1,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201503,351060,2015,251110,74993,82997,8299799,5,9,44,19,29,0,0,2,4087,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201503,410690,2015,251110,18228,32922,3292202,6,9,44,11,43,0,0,2,10735,-1,1,30,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201503,410690,2015,251110,18228,32922,3292202,6,9,44,11,42,0,0,9,13000,1,2,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
2,201503,410370,2015,251110,52310,47555,4755502,2,9,44,16,24,0,0,2,1022,-1,2,5,1,0,4,41,{с c,{с c,{с c,{с c,0,4103,41011,{с,999,{с,99,999,12,3,999,13,,
1,201503,410370,2015,251110,15814,10911,1091101,3,9,44,13,40,0,0,2,1260,1,1,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4103,41011,{с,999,{с,99,999,12,3,999,13,,
2,201503,410690,2015,251110,73202,72207,7220700,3,9,44,21,20,0,0,6,2200,-1,1,1,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201503,410690,2015,251110,73202,72207,7220700,3,9,44,21,25,0,0,6,3500,1,1,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
2,201503,411915,2015,251110,74209,71120,7112000,5,9,44,19,25,0,0,8,6700,-1,1,7,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201503,420540,2015,251110,74209,71120,7112000,5,9,40,19,22,0,0,2,4000,1,2,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4205,42016,{с,999,{с,99,999,99,{с,999,99,,
1,201503,431440,2015,251110,73202,72207,7220700,1,9,44,21,28,0,0,2,1200,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4307,43033,{с,999,18,20,999,99,{с,999,99,,
1,201503,431950,2015,251110,74209,71120,7112000,6,9,44,19,24,0,0,2,4000,1,2,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4305,43023,{с,999,19,21,999,99,{с,999,99,,
2,201503,430700,2015,251110,73202,72207,7220700,1,9,44,21,32,0,0,2,874,-1,2,19,1,0,6,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201503,510340,2015,251110,74993,74901,7490199,2,9,44,19,55,0,0,8,1605,-1,2,13,1,0,6,51,{с c,{с c,{с c,{с c,0,5104,51017,{с,999,{с,99,999,99,{с,999,99,,
1,201503,530010,2015,251110,74209,71197,7119703,4,9,44,19,33,0,0,2,6500,1,2,0,1,0,2,53,{с c,{с c,{с c,{с c,1,5301,53001,{с,999,{с,99,999,99,{с,999,99,,
1,201504,270030,2015,251110,45217,41204,4120400,5,9,44,15,28,0,0,2,1500,1,1,0,1,0,2,27,{с c,{с c,{с c,{с c,0,2702,27006,{с,999,{с,99,999,99,{с,999,99,,
2,201504,270430,2015,251110,45292,42235,4223500,6,9,44,15,25,0,0,2,1900,-1,1,5,1,0,4,27,{с c,{с c,{с c,{с c,0,2703,27011,{с,999,{с,99,999,99,{с,999,99,,
1,201504,291072,2015,251110,74993,82113,8211300,4,9,44,19,21,0,0,8,2000,1,2,0,1,0,2,29,{с c,{с c,{с c,{с c,0,2907,29032,{с,999,{с,99,999,99,{с,999,99,,
2,201504,320530,2015,251110,90000,37011,3701100,4,9,44,14,27,0,0,2,2500,-1,1,4,1,0,4,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
2,201504,320530,2015,251110,90000,37011,3701100,4,9,44,14,39,0,0,2,2500,-1,1,4,1,0,4,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
2,201504,330070,2015,251110,52450,47512,4751201,1,9,44,16,30,0,0,4,907,-1,1,10,1,0,4,33,{с c,{с c,9999,{с c,0,3304,33010,99,999,{с,99,999,99,{с,999,99,,
2,201504,330455,2015,251110,55220,56112,5611203,3,9,44,21,25,0,0,2,951,-1,1,12,1,0,6,33,{с c,{с c,750,{с c,0,3306,33018,6,999,{с,99,999,99,{с,999,99,,
2,201504,330455,2015,251110,92525,91023,9102301,4,9,44,21,34,0,0,2,6955,-1,2,25,1,0,6,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201504,330455,2015,251110,92525,91023,9102301,4,9,44,21,36,0,0,2,6955,1,2,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201504,355030,2015,251110,73202,72207,7220700,5,9,44,21,25,0,0,2,3382,1,2,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201504,355030,2015,251110,50300,45307,4530703,2,9,44,16,27,0,0,2,1836,-1,1,44,1,0,4,35,1528,{с c,{с c,87,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201504,351060,2015,251110,74993,82997,8299799,5,9,44,19,26,0,0,2,4087,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201504,351060,2015,251110,74993,82997,8299799,5,9,44,19,34,0,0,2,3503,-1,2,5,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201504,351060,2015,251110,74993,82997,8299799,5,9,44,19,46,0,0,2,4087,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201504,355030,2015,251110,73202,72207,7220700,3,9,44,21,42,0,0,2,3500,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201504,355030,2015,251110,51691,46630,4663000,4,9,44,17,42,0,0,6,3020,-1,1,9,1,0,6,35,1466,{с c,{с c,14,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201504,354990,2015,251110,73202,72207,7220700,2,9,44,21,23,0,0,4,2000,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
1,201504,354990,2015,251110,73202,72207,7220700,2,9,44,21,21,0,0,2,2000,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
1,201504,410690,2015,251110,73202,72207,7220700,3,9,44,21,30,0,0,2,2400,1,2,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201504,420540,2015,251110,74209,71120,7112000,1,9,40,19,40,0,0,9,5504,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4205,42016,{с,999,{с,99,999,99,{с,999,99,,
1,201504,431560,2015,251110,73202,72207,7220700,1,9,44,21,25,0,0,2,1100,1,2,0,1,0,1,43,{с c,{с c,{с c,{с c,0,4307,43035,{с,999,18,20,999,99,{с,999,99,,
2,201504,430700,2015,251110,73202,72207,7220700,4,9,44,21,28,0,0,2,2160,-1,2,21,1,0,4,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201505,261070,2015,251110,74160,70204,7020400,1,9,44,19,29,0,0,8,3000,1,2,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201505,310620,2015,251110,74993,74901,7490199,1,9,44,19,41,0,0,2,1200,1,1,0,1,0,1,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,201505,330455,2015,251110,74705,81290,8129000,1,9,44,21,34,0,0,2,7000,1,2,0,1,0,2,33,{с c,{с c,{с c,{с c,0,3306,33018,{с,999,{с,99,999,99,{с,999,99,,
2,201505,330455,2015,251110,55220,56112,5611203,3,9,44,21,22,0,0,2,951,-1,1,10,1,0,6,33,{с c,{с c,750,{с c,0,3306,33018,6,999,{с,99,999,99,{с,999,99,,
1,201505,351060,2015,251110,74993,82997,8299799,5,9,30,19,29,0,0,2,2800,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201505,351060,2015,251110,74993,82997,8299799,5,9,44,19,29,0,0,2,4087,-1,1,1,1,0,11,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201505,351060,2015,251110,74993,82997,8299799,5,9,44,19,34,0,0,2,3503,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201505,350950,2015,251110,74128,69206,6920602,4,9,44,19,33,0,0,2,5500,-1,1,8,1,0,4,35,9999,{с c,{с c,9999,0,3507,35032,{с,4,{с,99,15,99,{с,9,99,,
1,201505,410690,2015,251110,73202,72207,7220700,3,9,44,21,23,0,0,2,2400,1,1,0,1,0,1,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201505,420460,2015,251110,80322,85325,8532500,9,9,40,23,33,0,0,2,3769,1,2,0,1,0,1,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
1,201505,420460,2015,251110,80322,85325,8532500,9,9,40,23,51,0,0,4,3769,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
2,201505,430700,2015,251110,73202,72207,7220700,4,9,44,21,28,0,0,2,1951,-1,1,9,1,0,4,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201505,430700,2015,251110,73202,72207,7220700,4,9,44,21,35,0,0,2,2000,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201505,431440,2015,251110,73202,72207,7220700,1,9,44,21,24,0,0,2,1200,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4307,43033,{с,999,18,20,999,99,{с,999,99,,
1,201505,510787,2015,251110,74993,82997,8299799,1,9,44,19,22,0,0,8,1400,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5101,51004,{с,999,{с,99,999,99,{с,999,99,,
1,201505,510787,2015,251110,74993,82997,8299799,1,9,44,19,29,0,0,2,1400,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5101,51004,{с,999,{с,99,999,99,{с,999,99,,
1,201505,510787,2015,251110,74993,82997,8299799,1,9,44,19,25,0,0,8,1400,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5101,51004,{с,999,{с,99,999,99,{с,999,99,,
1,201505,510787,2015,251110,74993,82997,8299799,1,9,44,19,24,0,0,8,1400,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5101,51004,{с,999,{с,99,999,99,{с,999,99,,
1,201505,510787,2015,251110,74993,82997,8299799,1,9,44,19,18,0,0,8,1400,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5101,51004,{с,999,{с,99,999,99,{с,999,99,,
1,201505,510787,2015,251110,74993,82997,8299799,1,9,44,19,19,0,0,2,1400,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5101,51004,{с,999,{с,99,999,99,{с,999,99,,
1,201506,292740,2015,251110,63215,52290,5229099,6,9,44,19,34,0,0,8,4089,1,1,0,1,0,2,29,{с c,{с c,{с c,{с c,0,2905,29021,{с,999,{с,99,999,99,{с,999,99,,
2,201506,310620,2015,251110,74209,71120,7112000,4,9,40,19,34,0,0,8,8185,-1,2,36,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201506,310620,2015,251110,74209,71120,7112000,4,9,40,19,32,0,0,8,5606,-1,2,23,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201506,320530,2015,251110,74993,74901,7490199,6,9,16,19,71,0,0,8,1792,-1,1,82,1,0,6,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
2,201506,354870,2015,251110,34495,29492,2949299,6,9,40,6,54,0,0,2,9294,-1,1,130,1,0,6,35,9999,{с c,{с c,9999,0,3515,35061,{с,13,{с,99,1,99,{с,41,99,,
1,201506,355030,2015,251110,50300,45307,4530703,2,9,44,16,24,0,0,2,2000,1,1,0,1,0,2,35,1528,{с c,{с c,87,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201506,355030,2015,251110,74209,71120,7112000,4,9,40,19,32,0,0,8,4320,1,1,0,1,0,2,35,1748,{с c,{с c,60,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201506,351060,2015,251110,74993,82997,8299799,5,9,44,19,26,0,0,2,3503,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201506,351060,2015,251110,74993,82997,8299799,5,9,44,19,27,0,0,2,3503,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201506,351060,2015,251110,74993,82997,8299799,5,9,44,19,27,0,0,2,3503,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201506,351060,2015,251110,74993,82997,8299799,5,9,44,19,27,0,0,2,3503,-1,2,0,1,0,11,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201506,351060,2015,251110,74993,82997,8299799,5,9,44,19,21,0,0,2,3503,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201506,355030,2015,251110,74993,82199,8219901,3,9,44,19,56,0,0,2,1278,-1,1,32,1,0,4,35,1068,{с c,{с c,59,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201506,355030,2015,251110,74403,73114,7311400,1,9,44,19,32,0,0,2,3000,1,1,0,1,0,2,35,268,{с c,{с c,33,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201506,410690,2015,251110,73202,72207,7220700,3,9,44,21,22,0,0,9,3000,1,2,0,1,0,1,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201506,421870,2015,251110,73202,72207,7220700,3,9,44,21,39,0,0,2,2372,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201506,430700,2015,251110,73202,72207,7220700,4,9,44,21,22,0,0,4,1500,1,2,0,1,0,1,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201506,510787,2015,251110,74993,82997,8299799,1,9,44,19,24,0,0,8,1400,-1,1,1,1,0,11,51,{с c,{с c,{с c,{с c,0,5101,51004,{с,999,{с,99,999,99,{с,999,99,,
2,201507,261070,2015,251110,74160,70204,7020400,1,9,44,19,38,0,0,8,5000,-1,1,4,1,0,4,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
