competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202104,4,42,421870,M,7220700,1,251110,101,9,36,44,6,1,0,1,20,0,0,0,3519.5,5,0,1,202104,0,5,3519.5
202104,2,28,280030,M,7112000,1,251110,101,7,27,44,6,1,0,1,20,0,0,0,2800,4,0,1,202104,0,5,2800
202104,5,52,520890,M,7111100,1,251110,101,9,32,44,1,1,0,1,20,0,0,0,3215,3,0,1,202104,0,5,3215
202104,4,41,410690,M,7112000,-1,251110,101,9,28,44,1,1,0,1,31,0,0,0,3659.95,2,0,1,202104,0,5,3659.95
202104,2,23,230440,M,7119702,-1,251110,101,9,27,44,1,1,0,1,31,0,0,0,5500,4,0,1,202104,0,5,5500
202104,2,23,230440,M,7119702,-1,251110,101,9,29,44,3,1,0,1,31,0,0,0,5500,4,0,1,202104,0,5,5500
202104,4,42,421870,M,7220700,1,251110,101,9,32,44,6,1,0,1,20,0,0,0,3519.5,5,0,1,202104,0,5,3519.5
202105,4,42,420460,G,4774100,1,251110,101,7,18,44,1,3,0,1,20,0,0,0,1400,1,0,1,202105,0,5,1400
202105,5,52,520890,M,7111100,-1,251110,101,9,44,44,6,1,0,1,31,0,0,0,3215,3,0,1,202105,0,5,3215
202105,2,28,280030,M,7490199,-1,251110,101,9,31,40,6,3,0,1,40,0,0,0,1578.95,3,0,1,202105,0,5,1578.95
202105,5,52,520140,C,2099199,-1,251110,101,7,39,44,6,3,0,1,40,0,0,0,1240,3,0,1,202105,0,5,1240
202105,2,22,221060,R,9102301,-1,251110,101,10,32,44,1,3,0,1,31,0,0,0,6320,1,0,1,202105,0,5,6320
202105,4,41,411520,N,8211300,1,251110,101,7,30,44,1,1,0,1,20,0,0,0,3800,1,0,1,202105,0,5,3800
202105,2,28,280030,M,7112000,-1,251110,101,7,27,44,6,1,0,1,31,0,0,0,2800,4,0,1,202105,0,5,2800
202105,2,29,292740,M,7220700,-1,251110,101,10,43,44,6,1,0,1,31,0,0,9,5225,4,0,1,202105,0,5,5225
202105,2,29,292740,M,7112000,-1,251110,101,9,28,42,3,3,0,1,40,0,0,0,3100,6,0,1,202105,0,5,3100
202105,2,22,221060,R,9102301,-1,251110,101,9,36,44,1,3,0,1,31,0,0,0,3500,1,0,1,202105,0,5,3500
202105,2,26,261160,M,7490199,-1,251110,101,7,35,44,3,1,0,1,31,0,0,0,3363.24,5,0,1,202105,0,5,3363.24
202105,2,29,291072,M,7112000,-1,251110,101,9,35,44,6,3,0,1,31,0,0,0,2300,2,0,1,202105,0,5,2300
202008,4,43,431440,M,7220700,-1,251110,101,7,61,44,6,1,0,1,31,0,0,0,2000,2,0,1,202105,1,5,2000
202010,4,41,410690,M,7490199,-1,251110,101,9,41,44,1,3,0,1,31,0,0,0,3263,2,0,1,202105,1,5,3263
202102,2,26,261160,M,7112000,-1,251110,101,9,25,44,3,1,0,1,40,0,0,0,2406.93,5,0,1,202105,1,5,2406.93
202106,2,22,221060,R,9102301,-1,251110,101,9,34,44,1,3,0,1,31,0,0,0,6320,1,0,1,202106,0,5,6320
202106,4,42,421870,M,7220700,-1,251110,101,9,36,44,6,1,0,1,43,0,0,0,3519.5,5,0,1,202106,0,5,3519.5
202106,3,31,311860,M,7111100,-1,251110,101,9,28,44,3,3,0,1,31,0,0,0,7786.52,6,0,1,202106,0,5,7786.52
202106,3,35,355030,M,7220700,-1,251110,999,9,28,44,1,3,0,1,45,0,0,0,4300,5,0,2,202106,0,99,
202106,4,42,421190,M,7220700,1,251110,101,9,34,44,6,1,0,1,97,0,0,0,3300,1,0,1,202106,0,5,3300
202106,1,17,172100,M,7220700,-1,251110,101,7,27,44,3,1,0,1,40,0,0,0,1650,2,0,1,202106,0,1,7.5
202106,3,35,355030,M,7220700,-1,251110,999,9,29,44,1,1,0,1,45,0,0,0,4300,5,0,2,202106,0,99,
202106,5,52,520870,M,7119702,1,251110,101,9,40,44,3,1,0,1,97,0,0,0,4250,1,0,1,202106,0,5,4250
202106,5,52,520870,N,8211300,1,251110,101,9,25,44,3,3,0,1,97,0,0,0,2200,3,0,1,202106,0,5,2200
202106,5,52,520870,M,7119702,1,251110,999,9,25,44,3,1,0,1,20,0,0,0,3700,1,0,2,202106,0,99,
202106,5,52,520870,M,7119702,1,251110,101,9,28,44,3,1,0,1,97,0,0,0,3700,1,0,1,202106,0,5,3700
202104,1,11,110020,N,7820500,-1,251110,101,7,41,44,3,1,0,1,31,0,0,0,2858.8,4,0,1,202106,1,5,2858.8
202107,3,35,355030,N,7820500,-1,251110,106,9,27,44,2,1,0,1,43,0,0,0,3700,10,0,1,202107,0,5,3700
202107,3,35,355030,N,8299799,-1,251110,101,9,41,44,3,1,0,1,31,0,0,0,8501,6,0,1,202107,0,5,8501
202107,3,35,355030,M,7220700,1,251110,101,9,32,44,1,3,0,1,97,0,0,0,3800,3,0,1,202107,0,5,3800
202107,2,22,221100,M,7220700,1,251110,101,9,22,44,3,1,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,2,26,261160,M,7112000,1,251110,101,9,28,44,1,3,0,1,97,0,0,0,2406.93,5,0,1,202107,0,5,2406.93
202107,5,52,521880,C,1122401,-1,251110,101,9,38,44,1,3,0,1,31,0,0,0,4188,7,0,1,202107,0,5,4188
202107,2,22,221100,M,7220700,1,251110,101,9,28,44,3,1,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,2,26,261160,M,7112000,-1,251110,101,9,28,44,3,1,0,1,31,0,0,0,2406.93,5,0,1,202107,0,5,2406.93
202107,3,35,355030,M,7020400,1,251110,101,9,47,44,1,3,0,1,97,0,0,0,3300,2,0,1,202107,0,5,3300
202107,5,52,520870,M,7119702,1,251110,999,9,28,44,3,3,0,1,20,0,0,0,3700,1,0,2,202107,0,99,
202107,4,43,430700,M,7220700,1,251110,101,9,23,44,1,3,0,1,97,0,0,0,2500,3,0,1,202107,0,5,2500
202107,2,24,240810,M,7490199,-1,251110,101,8,25,48,6,3,0,1,31,0,0,0,3000,5,0,1,202107,0,5,3000
202107,2,22,221100,M,7220700,1,251110,101,9,24,44,3,1,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,5,52,520890,M,7111100,-1,251110,101,9,33,44,6,1,0,1,31,0,0,0,3215,3,0,1,202107,0,5,3215
202107,2,22,221100,M,7220700,1,251110,101,9,23,44,3,3,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,2,22,221100,M,7220700,1,251110,101,9,28,44,3,3,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,4,42,421870,M,7220700,-1,251110,101,9,23,44,6,1,0,1,40,0,0,0,3519.5,5,0,1,202107,0,5,3519.5
202107,2,22,221100,M,7220700,1,251110,101,10,27,44,3,3,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,2,22,221100,M,7220700,1,251110,101,9,42,44,3,3,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,4,43,431490,M,7112000,-1,251110,101,9,25,27,3,3,0,1,31,0,0,0,3500,7,0,1,202107,0,5,3500
202107,2,27,270430,F,4223500,-1,251110,101,9,49,44,3,1,0,1,43,0,0,0,2951.64,7,0,1,202107,0,5,2951.64
202107,2,22,221100,M,7220700,1,251110,101,10,27,44,3,1,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,2,22,221100,M,7220700,1,251110,101,11,40,44,3,1,0,1,97,0,0,0,4500,1,0,1,202107,0,5,4500
202107,5,52,520890,M,7111100,-1,251110,101,9,32,44,1,1,0,1,31,0,0,0,3215,3,0,1,202107,0,5,3215
202108,2,23,230440,M,7220700,1,251110,999,7,29,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,3,35,350590,R,9102301,1,251110,111,9,36,44,1,1,0,1,97,0,1,0,6500,1,0,1,202108,0,5,6500
202108,3,35,350590,R,9102301,1,251110,111,9,43,44,1,1,0,1,97,0,1,0,6500,1,0,1,202108,0,5,6500
202108,2,22,221100,M,7220700,-1,251110,101,9,23,44,3,1,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,2,22,221100,M,7220700,-1,251110,101,9,24,44,3,1,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,2,22,221100,M,7220700,-1,251110,101,10,27,44,3,1,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,2,26,261160,M,7490199,-1,251110,101,7,29,44,6,1,0,1,31,0,0,0,2316.51,5,0,1,202108,0,5,2316.51
202108,2,23,230440,M,7220700,1,251110,999,7,32,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,23,230440,M,7220700,1,251110,999,7,25,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,23,230440,M,7220700,1,251110,999,7,22,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,23,230440,M,7220700,1,251110,999,7,53,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,5,52,520870,N,8211300,1,251110,101,7,28,48,1,3,0,1,97,0,0,0,1500,2,0,1,202108,0,5,1500
202108,2,23,230440,M,7220700,1,251110,999,7,53,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,23,230440,M,7220700,1,251110,999,7,35,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,22,221100,M,7220700,-1,251110,101,9,28,44,3,1,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,2,22,221100,M,7220700,-1,251110,101,10,27,44,3,3,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,3,35,355030,N,7820500,-1,251110,106,9,31,44,1,3,0,1,43,0,0,0,6175,10,0,1,202108,0,5,6175
202108,2,23,230440,M,7220700,1,251110,999,7,24,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,23,230440,M,7220700,1,251110,999,7,23,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,3,33,330045,M,7220700,-1,251110,101,80,61,44,1,1,0,1,31,0,0,0,2500,2,0,1,202108,0,5,2500
202108,2,23,230440,M,7220700,1,251110,999,7,33,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,23,230440,M,7220700,1,251110,999,7,51,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,23,230440,M,7220700,1,251110,999,7,22,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,22,221060,R,9102301,-1,251110,101,9,35,44,1,3,0,1,31,0,0,0,6320,1,0,1,202108,0,5,6320
202108,2,23,230440,M,7220700,1,251110,999,7,36,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,22,221100,M,7220700,-1,251110,101,9,42,44,3,3,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,2,23,230440,M,7220700,1,251110,999,7,24,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,2,26,261160,M,7490199,-1,251110,101,7,33,44,3,1,0,1,31,0,0,0,3618.51,5,0,1,202108,0,5,3618.51
202108,2,22,221060,R,9102301,-1,251110,101,9,43,44,1,3,0,1,31,0,0,0,6320,1,0,1,202108,0,5,6320
202108,2,22,221100,M,7220700,-1,251110,101,9,28,44,3,3,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,5,52,520870,N,8211300,1,251110,101,7,28,48,1,1,0,1,97,0,0,0,1500,2,0,1,202108,0,5,1500
202108,2,22,221100,M,7220700,-1,251110,101,9,23,44,3,3,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,2,26,261160,M,7490199,-1,251110,101,7,47,44,3,1,0,1,31,0,0,0,3618.4,5,0,1,202108,0,5,3618.4
202108,2,23,230440,M,7220700,1,251110,999,7,30,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202108,3,35,355030,M,7220700,-1,251110,999,9,34,44,1,1,0,1,31,0,0,0,4500,5,0,2,202108,0,99,
202108,2,22,221100,M,7220700,-1,251110,101,11,40,44,3,1,0,1,43,0,0,0,4500,1,0,1,202108,0,5,4500
202108,2,23,230440,M,7220700,1,251110,999,7,28,44,6,1,0,1,25,0,0,0,1320,1,0,2,202108,0,99,
202106,3,35,355030,H,4930201,1,251110,999,5,58,44,1,1,0,1,20,0,0,0,0,4,0,2,202108,1,99,
202106,3,33,330620,M,6920601,1,251110,101,2,55,44,2,1,0,1,97,0,0,0,1238.11,1,0,1,202108,1,5,1238.11
202107,5,52,520870,N,8211300,-1,251110,101,8,38,42.5,1,1,0,1,31,0,0,0,1846.08,2,0,1,202108,1,5,1846.08
202107,3,33,330620,M,6920601,-1,251110,101,2,55,44,2,1,0,1,43,0,0,0,1238.11,1,0,1,202108,1,5,1238.11
202109,4,43,431560,M,7220700,-1,251110,101,10,29,40,6,3,0,1,40,0,0,0,2000,1,0,1,202109,0,5,2000
202109,2,23,230440,M,7119702,1,251110,101,9,30,44,3,3,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,2,23,230440,M,7119702,1,251110,101,9,25,44,3,3,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,3,35,355030,M,7112000,1,251110,101,10,29,40,1,3,0,1,97,0,0,0,4200,10,0,1,202109,0,5,4200
202109,2,23,230440,M,7112000,-1,251110,101,9,31,40,3,1,0,1,31,0,0,0,5379.56,6,0,1,202109,0,5,5379.56
202109,4,41,411520,N,8211300,1,251110,101,7,27,44,6,1,0,1,97,0,0,0,3800,1,0,1,202109,0,5,3800
202109,2,23,230440,M,7119702,1,251110,101,9,28,44,1,1,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,5,52,520870,N,8211300,-1,251110,101,7,28,48,1,1,0,1,31,0,0,0,1500,2,0,1,202109,0,5,1500
202109,2,26,261160,M,7112000,-1,251110,101,9,25,44,1,1,0,1,40,0,0,0,2406.93,5,0,1,202109,0,5,2406.93
202109,2,23,230440,M,7119702,1,251110,101,9,25,44,3,1,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,4,42,421870,M,7220700,-1,251110,101,9,34,44,6,1,0,1,31,0,0,0,3519.5,5,0,1,202109,0,5,3519.5
202109,4,41,411520,N,8211300,-1,251110,101,7,30,44,1,1,0,1,90,0,0,0,3811.4,1,0,1,202109,0,5,3811.4
202109,2,24,240810,M,7490199,-1,251110,101,9,26,37.14,1,3,0,1,31,0,0,0,3000,5,0,1,202109,0,5,3000
202109,2,24,240810,M,7490199,-1,251110,101,9,29,41.14,1,3,0,1,31,0,0,0,3000,5,0,1,202109,0,5,3000
202109,2,22,221060,R,9102301,-1,251110,101,9,34,44,3,3,0,1,31,0,0,0,3500,1,0,1,202109,0,5,3500
202109,2,23,230440,M,7119702,1,251110,101,9,36,44,3,3,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,2,23,230440,M,7119702,1,251110,101,9,34,44,3,3,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,2,26,261160,M,7112000,-1,251110,101,9,28,44,1,3,0,1,40,0,0,0,2406.93,5,0,1,202109,0,5,2406.93
202109,3,35,350590,R,9102301,-1,251110,111,9,36,44,1,1,0,1,31,0,1,0,6500,1,0,1,202109,0,5,6500
202109,2,26,261160,M,7490199,-1,251110,101,7,33,44,1,1,0,1,31,0,0,0,3618.51,5,0,1,202109,0,5,3618.51
202109,2,23,230440,M,7119702,1,251110,101,9,24,44,1,3,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,4,42,421190,M,7220700,1,251110,101,8,25,44,6,3,0,1,97,0,0,0,1500,1,0,1,202109,0,5,1500
202109,4,41,410580,G,4665600,1,251110,101,7,30,44,6,1,0,1,97,0,0,0,1800,5,0,1,202109,0,5,1800
202109,5,52,520870,N,8211300,-1,251110,101,7,28,48,1,3,0,1,31,0,0,0,1500,2,0,1,202109,0,5,1500
202109,3,31,314800,A,230600,1,251110,101,8,21,44,6,3,0,1,97,0,0,0,2200,5,0,1,202109,0,5,2200
202109,2,23,230440,M,7119702,1,251110,101,9,29,44,1,3,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,2,26,261160,M,7490199,-1,251110,101,7,42,44,1,1,0,1,31,0,0,0,3618.51,5,0,1,202109,0,5,3618.51
202109,2,26,261160,M,7490199,-1,251110,101,7,37,44,1,1,0,1,31,0,0,0,3618.51,5,0,1,202109,0,5,3618.51
202109,2,28,280030,M,7112000,1,251110,101,9,28,44,6,3,0,1,97,0,0,0,2800,4,0,1,202109,0,5,2800
202109,2,23,230440,M,7119702,1,251110,999,9,30,44,3,3,0,1,20,0,0,0,5500,4,0,2,202109,0,99,
202109,3,35,355030,N,7820500,1,251110,106,9,37,44,1,1,0,1,97,1,0,0,8500,10,0,1,202109,0,5,8500
202109,2,23,230440,M,7119702,1,251110,101,9,33,44,1,1,0,1,97,0,0,0,5500,4,0,1,202109,0,5,5500
202109,2,27,270030,F,4120400,-1,251110,101,7,49,44,1,1,0,4,31,0,0,0,1613.85,1,0,1,202109,0,5,1613.85
202109,2,23,230440,M,7119702,1,251110,101,9,32,44,3,3,0,1,97,0,0,0,7501.76,4,0,1,202109,0,5,7501.76
202110,2,24,240810,M,7490199,-1,251110,101,9,33,48,1,3,0,1,31,0,0,0,4000,5,0,1,202110,0,5,4000
202110,2,26,261160,M,7490199,-1,251110,101,7,34,44,3,3,0,1,31,0,0,0,2316.51,5,0,1,202110,0,5,2316.51
202110,2,26,261160,M,7112000,-1,251110,101,9,25,44,1,3,0,1,32,0,0,0,2406.93,5,0,1,202110,0,5,2406.93
202110,5,52,520890,M,7111100,1,251110,101,9,33,44,6,1,0,1,97,0,0,0,3215,3,0,1,202110,0,5,3215
202110,2,23,230440,M,7119702,1,251110,101,9,32,44,3,3,0,1,97,0,0,0,5500,4,0,1,202110,0,5,5500
202110,2,26,261160,M,7112000,-1,251110,101,80,31,44,6,3,0,1,32,0,0,0,2406.93,5,0,1,202110,0,5,2406.93
202110,2,23,230440,M,7119702,-1,251110,101,9,30,44,3,3,0,1,43,0,0,0,5500,4,0,1,202110,0,5,5500
202110,1,13,130260,S,9499500,-1,251110,105,9,31,40,3,1,0,1,31,0,0,0,2770.85,5,0,1,202110,0,5,2770.85
202110,2,25,251530,G,4771701,-1,251110,101,4,24,44,3,1,0,1,31,5,0,0,1145,1,0,1,202110,0,5,1145
202110,2,29,292740,M,7112000,-1,251110,101,9,32,42,3,1,0,1,31,0,0,0,3227.4,6,0,1,202110,0,5,3227.4
202110,2,24,240810,M,7490199,-1,251110,101,9,29,40,1,3,0,1,31,0,0,0,4000,5,0,1,202110,0,5,4000
202110,4,43,431560,M,7220700,1,251110,101,9,28,40,6,3,0,1,97,0,0,0,1600,1,0,1,202110,0,5,1600
202110,3,31,314800,A,230600,-1,251110,101,8,21,44,6,3,0,1,43,0,0,0,2200,5,0,1,202110,0,5,2200
202110,2,23,230440,M,7119702,1,251110,101,9,25,44,3,1,0,1,97,0,0,0,5500,4,0,1,202110,0,5,5500
202110,5,53,530010,M,6920602,1,251110,101,9,28,44,1,3,0,1,97,0,0,0,3200,1,0,1,202110,0,5,3200
202110,2,23,230440,M,7119702,-1,251110,101,9,36,44,3,3,0,1,43,0,0,0,5500,4,0,1,202110,0,5,5500
202110,3,35,354140,G,4763602,1,251110,101,7,36,44,1,3,0,1,97,0,0,0,1649,1,0,1,202110,0,5,1649
202110,2,23,230440,M,7119702,1,251110,101,9,29,44,3,3,0,1,97,0,0,0,5500,4,0,1,202110,0,5,5500
202110,3,33,330455,M,7220700,1,251110,111,9,31,44,6,3,0,1,97,0,1,9,2897.4,4,0,1,202110,0,1,13.17
202110,2,26,261160,M,7490199,-1,251110,101,9,45,44,6,3,0,1,31,0,0,0,2316.51,5,0,1,202110,0,5,2316.51
202110,3,35,354990,M,7220700,-1,251110,101,80,41,40,1,1,0,1,31,0,0,0,4063,3,0,1,202110,0,5,4063
202110,3,32,320530,M,7112000,-1,251110,101,9,33,44,1,1,0,1,31,0,0,0,2782.65,7,0,1,202110,0,5,2782.65
202102,2,22,220120,G,4774100,1,251110,101,7,39,44,3,3,0,1,97,0,0,0,1181.16,2,0,1,202110,1,5,1181.16
202108,3,35,354140,G,4763602,1,251110,101,7,34,44,1,1,0,1,97,0,0,0,1750,1,0,1,202110,1,5,1750
202108,3,35,354140,G,4763602,1,251110,101,7,24,44,3,3,0,1,97,0,0,0,1493,1,0,1,202110,1,5,1493
202109,3,35,354140,G,4763602,-1,251110,101,7,25,44,3,3,0,1,40,0,0,0,1493,1,0,1,202110,1,5,1493
202111,2,23,230440,M,7119702,-1,251110,101,9,30,44,3,3,0,1,31,0,0,0,5500,4,0,1,202111,0,5,5500
202111,3,35,355030,M,7220700,1,251110,111,9,53,44,1,1,0,1,97,0,1,0,6201.8,3,0,1,202111,0,1,28.19
202111,2,23,230440,M,7220700,-1,251110,101,7,23,44,6,1,0,1,43,0,0,0,1320,5,0,1,202111,0,5,1320
202111,2,28,280030,M,7112000,1,251110,101,7,24,39,6,1,0,1,97,0,0,0,2800,4,0,1,202111,0,5,2800
202111,2,23,230440,M,7220700,-1,251110,101,7,53,44,6,1,0,1,43,0,0,0,1320,5,0,1,202111,0,5,1320
202111,2,23,230440,M,7220700,-1,251110,101,7,29,44,6,1,0,1,31,0,0,0,1320,5,0,1,202111,0,5,1320
202111,4,43,431950,M,7112000,-1,251110,101,9,31,44,1,3,0,1,31,0,0,0,5229,6,0,1,202111,0,5,5229
202111,4,43,431560,M,7220700,1,251110,101,9,25,44,6,3,0,1,97,0,0,0,1600,1,0,1,202111,0,5,1600
202111,5,52,520870,M,7119702,1,251110,101,9,22,44,3,1,0,1,97,0,0,0,3700,1,0,1,202111,0,5,3700
202111,4,42,421870,M,7220700,-1,251110,101,9,32,44,6,1,0,1,31,0,0,0,3519.5,5,0,1,202111,0,5,3519.5
202111,4,42,420460,P,8531700,-1,251110,101,10,35,40,1,1,0,1,31,0,0,0,3291.69,10,0,1,202111,0,5,3291.69
202111,2,23,230440,M,7220700,-1,251110,101,7,22,44,6,1,0,1,31,0,0,0,1320,5,0,1,202111,0,5,1320
202111,3,31,310620,M,7112000,1,251110,101,9,31,40,3,3,0,1,97,0,0,0,3760,1,0,1,202111,0,5,3760
202111,2,26,261160,M,7112000,-1,251110,999,11,31,,9,3,0,1,31,0,9,9,4315.52,5,0,3,202111,0,99,
202111,3,35,355030,M,7220700,1,251110,111,9,49,44,6,3,0,1,97,0,1,0,6201.8,3,0,1,202111,0,1,28.19
202111,2,24,240810,M,7490199,-1,251110,101,9,30,40,6,1,0,1,31,0,0,0,4500,5,0,1,202111,0,5,4500
202111,2,23,230440,M,7119702,-1,251110,101,9,28,44,1,1,0,1,31,0,0,0,5500,4,0,1,202111,0,5,5500
202111,2,23,230440,M,7119702,-1,251110,101,9,29,44,1,3,0,1,31,0,0,0,5500,4,0,1,202111,0,5,5500
202111,5,52,520870,M,7119702,-1,251110,101,9,26,44,3,3,0,1,31,0,0,0,2200,1,0,1,202111,0,5,2200
202110,5,53,530010,N,8112500,-1,251110,101,9,46,44,3,1,0,1,31,0,0,0,3421.59,4,0,1,202111,1,5,3421.59
202110,1,13,130260,G,4651602,-1,251110,101,9,48,44,3,1,0,1,31,0,0,0,3599.49,6,0,1,202111,1,5,3599.49
202110,2,22,221100,F,4211101,-1,251110,101,9,33,44,1,3,0,4,31,0,0,0,3500,7,0,1,202111,1,5,3500
202112,2,26,261160,M,7490199,-1,251110,101,9,38,44,3,1,0,1,31,0,0,0,2316.51,5,0,1,202112,0,5,2316.51
202112,2,28,280030,M,7112000,1,251110,101,7,33,44,6,1,0,1,97,0,0,0,1100,4,0,1,202112,0,5,1100
202112,2,23,230440,M,7119702,-1,251110,101,9,32,44,3,3,0,1,31,0,0,0,7501.76,4,0,1,202112,0,5,7501.76
202112,2,28,280030,M,7112000,1,251110,101,9,27,44,6,1,0,1,97,0,0,0,1100,4,0,1,202112,0,5,1100
202112,3,35,355030,M,7220700,-1,251110,101,9,32,44,1,3,0,1,31,0,0,0,4728,3,0,1,202112,0,5,4728
202112,2,23,230440,M,7119702,-1,251110,101,9,33,44,1,1,0,1,31,0,0,0,5500,4,0,1,202112,0,5,5500
202112,2,23,230440,M,7119702,-1,251110,101,9,29,44,3,3,0,1,31,0,0,0,5500,4,0,1,202112,0,5,5500
202112,3,35,351840,G,4781400,-1,251110,101,7,30,44,1,3,0,1,31,0,0,0,1955.77,3,0,1,202112,0,5,1955.77
202112,3,35,354140,G,4763602,-1,251110,101,7,35,44,1,1,0,1,31,0,0,0,1932,1,0,1,202112,0,5,1932
202112,3,35,355030,N,7820500,-1,251110,101,9,53,40,1,3,0,1,31,0,0,0,5017.96,10,0,1,202112,0,5,5017.96
202112,3,33,330455,K,6550200,-1,251110,101,7,45,40,3,1,0,1,31,0,0,0,4585,5,0,1,202112,0,5,4585
202112,2,23,230440,M,7119702,-1,251110,101,9,32,44,3,3,0,1,31,0,0,0,5500,4,0,1,202112,0,5,5500
202112,2,23,230440,M,7119702,-1,251110,101,9,24,44,1,3,0,1,31,0,0,0,5500,4,0,1,202112,0,5,5500
202112,2,23,230440,M,7119702,-1,251110,101,9,25,44,3,3,0,1,31,0,0,0,5500,4,0,1,202112,0,5,5500
202112,2,23,230440,M,7119702,-1,251110,101,9,37,44,3,1,0,1,31,0,0,0,5500,4,0,1,202112,0,5,5500
202112,2,22,221100,M,7112000,-1,251110,101,10,37,44,3,1,0,1,31,0,0,0,2426.34,4,0,1,202112,0,5,2426.34
202112,3,35,354140,G,4763602,-1,251110,101,7,36,44,1,3,0,1,43,0,0,0,1649,1,0,1,202112,0,5,1649
202112,2,28,280030,M,7112000,-1,251110,101,7,24,39,6,1,0,1,43,0,0,0,2800,4,0,1,202112,0,5,2800
202112,3,35,355030,M,7112000,1,251110,101,9,39,40,3,3,0,1,97,0,0,0,5000,8,0,1,202112,0,5,5000
202112,2,28,280030,M,7112000,-1,251110,101,7,33,44,6,1,0,1,43,0,0,0,1100,4,0,1,202112,0,5,1100
202112,2,22,220570,F,4222701,-1,251110,101,9,52,44,3,1,0,4,32,0,0,0,4000,7,0,1,202112,0,5,4000
202112,3,35,355030,A,151201,1,251110,101,8,27,44,1,1,2,3,97,0,0,0,4490.2,99,0,1,202112,0,1,20.41
202112,3,35,355030,M,7111100,1,251110,101,9,23,44,1,1,0,1,97,0,0,0,4444,5,0,1,202112,0,5,4444
202112,5,52,520890,M,7111100,-1,251110,101,9,33,44,6,1,0,1,43,0,0,0,3215,3,0,1,202112,0,5,3215
202112,2,23,230440,M,7119702,-1,251110,101,9,34,44,3,3,0,1,31,0,0,0,5500,4,0,1,202112,0,5,5500
202112,2,23,230440,M,7119702,-1,251110,101,9,40,44,3,1,0,1,31,0,0,0,5000,4,0,1,202112,0,5,5000
202112,2,26,261160,M,7112000,-1,251110,101,9,26,44,1,1,0,1,40,0,0,0,2406.93,5,0,1,202112,0,5,2406.93
202107,3,31,314980,A,115600,1,251110,101,7,20,44,6,1,2,3,97,0,0,0,1892,99,0,1,202112,1,5,1892
202111,3,31,310620,M,7490199,-1,251110,101,9,42,44,1,1,0,1,31,0,0,0,3655,2,0,1,202112,1,5,3655
202111,3,35,355030,N,7820500,1,251110,106,9,29,44,3,1,0,1,97,0,0,9,4800,10,0,1,202112,1,5,4800
