"Ano";"UF";"Região";"Bairros.SP";"Bairros.Fortaleza";"Bairros.RJ";"Causa.Afastamento.1";"Causa.Afastamento.2";"Causa.Afastamento.3";"Motivo.Desligamento";"CBO.94.Ocupação";"CBO.Ocupação.2002";"CNAE.2.0.Classe";"CNAE.95.Classe";"Distritos.SP";"Vínculo.Ativo.31.12";"Faixa.Etária";"Faixa.Hora.Contrat";"Faixa.Remun.Dezem..SM.";"Faixa.Remun.Média..SM.";"Faixa.Tempo.Emprego";"Grau.Instrução.2005.1985";"Escolaridade.após.2005";"Qtd.Hora.Contr";"Idade";"Ind.CEI.Vinculado";"Ind.Simples";"Mês.Admissão";"Mês.Desligamento";"Mun.Trab";"Município";"Nacionalidade";"Natureza.Jurídica";"Ind.Portador.Defic";"Qtd.Dias.Afastamento";"Raça.Cor";"Regiões.Adm.DF";"Vl.Remun.Dezembro.Nom";"Vl.Remun.Dezembro.SM";"Vl.Remun.Média.Nom";"Vl.Remun.Média.SM";"CNAE.2.0.Subclasse";"Sexo.Trabalhador";"Tamanho.Estabelecimento";"Tempo.Emprego";"Tipo.Admissão";"Tipo.Estab";"Tipo.Estab.1";"Tipo.Defic";"Tipo.Vínculo";"IBGE.Subsetor";"Vl.Rem.Janeiro.CC";"Vl.Rem.Fevereiro.CC";"Vl.Rem.Março.CC";"Vl.Rem.Abril.CC";"Vl.Rem.Maio.CC";"Vl.Rem.Junho.CC";"Vl.Rem.Julho.CC";"Vl.Rem.Agosto.CC";"Vl.Rem.Setembro.CC";"Vl.Rem.Outubro.CC";"Vl.Rem.Novembro.CC";"Ano.Chegada.Brasil";"Ind.Trab.Intermitente";"Ind.Trab.Parcial";"Tipo.Salário";"Vl.Salário.Contratual"
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;5;5;"6";"5";3;NA;9;40;37;0;0;5;"0";"431490";431490;10;2062;0;0;"2";"0";2422,6;3,34;2422,6;3,34;"7220700";2;2;7,8;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;5;6;"3";"2";4;NA;9;44;32;0;0;0;"0";"430700";430700;10;2062;0;0;"2";"0";874;1,2;856,12;1,17;"7220700";2;2;15,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;5;6;"8";"5";4;NA;9;44;39;0;0;0;"0";"430700";430700;10;2062;0;0;"2";"0";3691,72;5,09;2580,66;3,55;"7220700";2;5;17,8;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;4;6;"7";"5";4;NA;9;44;27;0;0;0;"0";"430700";430700;10;2062;0;0;"2";"0";3168,1;4,37;2259,56;3,11;"7220700";2;5;17,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;3;6;"5";"3";5;NA;9;44;24;0;0;0;"0";"430700";430700;10;2062;0;0;"8";"0";1828,72;2,52;1290,02;1,77;"7220700";2;5;33,2;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;3;6;"3";"2";4;NA;9;44;18;0;0;0;"0";"430700";430700;10;2062;0;0;"2";"0";1079,42;1,49;881,37;1,21;"7220700";2;5;15,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;71120;"74209";"           {ñ class}";1;5;6;"7";"6";1;NA;9;44;35;0;0;11;"0";"431490";431490;10;2054;0;0;"2";"0";3500;4,83;3499,99;4,83;"7112000";2;6;1,3;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;6;5;"10";"8";6;NA;9;40;43;0;0;0;"0";"431560";431560;10;1139;0;0;"99";"0";7667,04;10,58;5901,48;8,14;"8532500";2;10;58,7;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;46613;"51616";"           {ñ class}";1;7;4;"6";"5";3;NA;9;22;50;0;0;3;"0";"431690";431690;10;2062;0;0;"2";"0";2195,12;3,03;2210,79;3,05;"4661300";2;6;9,4;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;84116;"75116";"           {ñ class}";1;6;3;"6";"5";6;NA;9;20;40;0;0;0;"0";"431750";431750;10;1031;0;0;"99";"0";2847,97;3,93;2744,18;3,78;"8411600";2;10;38,8;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;4;6;"4";"3";4;NA;9;44;27;0;0;0;"0";"431560";431560;10;2062;0;0;"2";"0";1110;1,53;1180,83;1,62;"7220700";2;2;20,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;3;6;"4";"3";3;NA;9;44;22;0;0;2;"0";"431440";431440;10;2062;0;0;"2";"0";1373,33;1,89;1243,03;1,71;"7220700";2;2;10,3;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;84116;"75116";"           {ñ class}";1;4;5;"9";"7";3;NA;10;40;28;0;0;2;"0";"431490";431490;10;1023;0;0;"2";"0";5337,88;7,37;4659,93;6,43;"8411600";2;7;10,8;2;1;"CNPJ";0;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;84116;"75116";"           {ñ class}";1;5;5;"6";"5";5;NA;10;33;31;0;0;0;"0";"431440";431440;10;1031;0;0;"99";"0";2616,79;3,61;2745,75;3,78;"8411600";2;10;35,8;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"RS";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;84116;"75116";"           {ñ class}";1;6;5;"9";"7";3;NA;11;40;45;0;0;2;"0";"431490";431490;10;1023;0;0;"2";"0";5337,88;7,37;4663,38;6,43;"8411600";2;7;10,9;2;1;"CNPJ";0;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;72207;"73202";"           {ñ class}";0;4;6;"0";"2";6;NA;9;44;26;0;0;0;"10";"420540";420540;10;2062;0;0;"9";"0";0;0;845,26;1,15;"7220700";1;1;36,3;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;69206;"74128";"           {ñ class}";0;5;6;"0";"4";1;NA;9;44;31;0;1;0;"1";"420910";420910;10;2062;0;0;"8";"0";0;0;1725,16;2,38;"6920601";1;4;2,4;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";12;NA;251110;71197;"74209";"           {ñ class}";0;6;6;"0";"3";1;NA;9;44;41;0;0;3;"5";"420540";420540;10;2062;0;0;"2";"0";0;0;1224,99;1,69;"7119799";1;4;2,9;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;47741;"52493";"           {ñ class}";0;3;6;"0";"3";5;NA;9;44;21;0;1;0;"12";"420910";420910;10;2135;0;0;"9";"0";1103,22;1,52;1103,22;1,52;"4774100";2;1;31,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;71120;"74209";"           {ñ class}";1;7;4;"7";"6";5;NA;9;22;57;0;0;0;"0";"420540";420540;10;2062;0;0;"2";"0";3545,21;4,89;3566,37;4,91;"7112000";1;9;30,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;4;5;"7";"6";4;NA;9;40;29;0;0;0;"0";"420460";420460;10;3999;0;0;"8";"0";3501,01;4,83;3467,98;4,78;"8532500";1;10;23,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;5;5;"7";"6";3;NA;9;40;31;0;0;3;"0";"420460";420460;10;3999;0;0;"2";"0";3501,01;4,83;3478,1;4,79;"8532500";1;10;9,8;1;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;3;5;"3";"2";4;NA;9;40;22;0;0;0;"0";"420460";420460;10;3999;0;0;"2";"0";1085,56;1,49;1042,62;1,43;"8532500";1;10;20,7;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;5;5;"8";"7";1;NA;9;40;35;0;0;12;"0";"420460";420460;10;3999;0;0;"2";"0";4255,48;5,87;4255,48;5,87;"8532500";1;10;0,5;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;5;5;"8";"7";1;NA;9;40;34;0;0;11;"0";"420460";420460;10;3999;0;0;"2";"0";4400,29;6,07;4400,28;6,07;"8532500";1;10;1,6;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;5;5;"7";"6";4;NA;9;40;35;0;0;0;"0";"420460";420460;10;3999;0;0;"2";"0";3501,01;4,83;3565,23;4,92;"8532500";1;10;23,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;5;3;"9";"8";4;NA;9;16;39;0;0;0;"0";"420460";420460;10;3999;0;0;"2";"0";6520,01;9;7080,79;9,77;"8532500";1;10;23,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;5;5;"10";"9";8;NA;9;40;38;0;0;0;"0";"420460";420460;10;3999;0;0;"2";"0";9142,73;12,62;8928,82;12,32;"8532500";1;10;151,4;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;6;5;"5";"3";5;NA;9;34;44;0;0;0;"0";"421870";421870;10;2062;0;0;"2";"0";1505,74;2,07;1383,7;1,9;"7220700";1;4;33,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;5;5;"5";"3";6;NA;9;34;35;0;0;0;"0";"421870";421870;10;2062;0;0;"2";"0";1727,3;2,38;1402,08;1,93;"7220700";1;4;38,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;5;6;"5";"4";4;NA;9;44;30;0;0;0;"0";"421870";421870;10;2062;0;0;"2";"0";1694,8;2,34;1601,24;2,2;"7220700";1;4;18,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;4;6;"6";"5";6;NA;9;44;26;0;0;0;"0";"421870";421870;10;2062;0;0;"2";"0";2846,33;3,93;2288,19;3,15;"7220700";1;4;38,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;71120;"74209";"           {ñ class}";1;6;6;"4";"3";6;NA;9;44;41;0;0;0;"0";"420540";420540;10;2062;0;0;"9";"0";1181,41;1,63;1188,46;1,63;"7112000";1;6;36,9;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;84116;"75116";"           {ñ class}";1;6;6;"8";"7";8;NA;9;44;48;0;0;0;"0";"420820";420820;10;1031;0;0;"99";"0";4900,79;6,76;4881,31;6,73;"8411600";1;4;141,6;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;72207;"73202";"           {ñ class}";1;7;6;"4";"3";3;NA;9;44;59;0;0;6;"0";"421870";421870;10;2062;0;0;"4";"0";1200;1,65;1200;1,65;"7220700";1;3;6,9;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;45111;"50105";"           {ñ class}";1;5;6;"5";"6";4;NA;9;44;37;0;0;0;"0";"420140";420140;10;2062;0;0;"9";"0";1973,77;2,72;3517,18;4,85;"4511101";1;5;15,6;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;45111;"50105";"           {ñ class}";1;5;6;"8";"6";3;NA;9;44;34;0;0;5;"0";"420140";420140;10;2062;0;0;"2";"0";4383,82;6,05;2979,76;4,11;"4511101";1;5;7,8;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"70";"99";"99";0;NA;251110;85503;"74160";"           {ñ class}";1;7;5;"99";"99";8;NA;9;38;54;0;0;0;"0";"420540";420540;10;3069;1;365;"2";"0";0;0;0;0;"8550302";2;9;220,3;0;1;"CNPJ";1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;84124;"75124";"           {ñ class}";1;7;6;"9";"8";8;NA;9;44;54;0;0;0;"0";"420910";420910;10;1031;0;0;"99";"0";5354,01;7,39;5123,51;7,07;"8412400";2;7;219,2;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85317;"80314";"           {ñ class}";1;8;5;"10";"10";8;NA;9;40;69;0;0;0;"0";"420540";420540;10;1104;0;0;"99";"0";9907,51;13,68;12158,86;16,78;"8531700";2;10;385,6;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85317;"80314";"           {ñ class}";1;7;5;"10";"9";8;NA;9;40;53;0;0;0;"0";"420540";420540;10;1104;0;0;"99";"0";9980,85;13,78;7327,88;10,11;"8531700";2;10;323,9;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;84124;"75124";"           {ñ class}";1;5;6;"8";"7";6;NA;10;44;31;0;0;0;"0";"420910";420910;10;1031;0;0;"99";"0";3935,32;5,43;3972,63;5,48;"8412400";2;7;54,5;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SC";"SUL";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85317;"80314";"           {ñ class}";1;6;5;"9";"8";4;NA;10;40;45;0;0;0;"0";"420540";420540;10;1104;0;0;"99";"0";5156,47;7,12;5258,78;7,26;"8531700";2;10;18,3;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SE";"NORDESTE";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;5;5;"7";"7";2;NA;9;40;34;0;0;7;"0";"280030";280030;10;1139;0;0;"99";"0";3392,42;4,68;3731,66;5,14;"8532500";1;10;5,5;1;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SE";"NORDESTE";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;4;5;"7";"7";2;NA;9;40;28;0;0;7;"0";"280030";280030;10;1139;0;0;"99";"0";3392,42;4,68;3731,66;5,14;"8532500";1;10;5,5;1;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SE";"NORDESTE";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;85325;"80322";"           {ñ class}";1;4;5;"9";"8";2;NA;9;40;27;0;0;7;"0";"280030";280030;10;1139;0;0;"99";"0";5156,47;7,12;5624,17;7,76;"8532500";2;10;5,5;1;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SE";"NORDESTE";"{ñ c";"{ñ c";"{ñ c";"99";"99";"99";0;NA;251110;84116;"75116";"           {ñ class}";1;7;5;"5";"4";8;NA;9;36;64;0;0;0;"0";"280030";280030;10;1023;0;0;"99";"0";1673,69;2,31;1768,04;2,43;"8411600";2;6;326,5;0;1;"CNPJ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;72207;"73202";"9999";0;5;6;"0";"7";6;NA;9;44;34;0;0;0;"5";"351518";351518;10;2062;0;0;"2";"0";0;0;5007,71;6,91;"7220700";1;3;41;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;72207;"73202";"9999";0;4;6;"0";"3";3;NA;9;44;26;0;0;0;"3";"351518";351518;10;2062;0;0;"2";"0";0;0;1278,33;1,76;"7220700";1;3;9,3;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;72207;"73202";"9999";0;5;6;"0";"2";3;NA;9;44;30;0;0;4;"12";"351518";351518;10;2062;0;0;"2";"0";999,99;1,38;999,99;1,38;"7220700";1;3;8,4;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";12;NA;251110;72207;"73202";"9999";0;4;6;"0";"3";1;NA;9;44;25;0;0;8;"11";"351518";351518;10;2062;0;0;"2";"0";0;0;1200;1,65;"7220700";1;3;2,9;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;72207;"73202";"9999";0;4;6;"0";"4";2;NA;9;44;27;0;0;4;"7";"354990";354990;10;2240;0;0;"2";"0";0;0;2000;2,76;"7220700";1;3;3,6;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"7";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;46397;"51390";"47";0;7;6;"0";"8";7;NA;9;44;51;0;1;0;"8";"355030";355030;10;2062;0;0;"8";"0";0;0;5328,81;7,35;"4639701";1;5;91,3;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;82997;"74993";"9999";0;3;6;"0";"7";4;NA;9;44;23;0;0;0;"10";"351060";351060;10;2062;0;0;"2";"0";0;0;4085,76;5,63;"8299799";1;6;16,2;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;82997;"74993";"9999";0;4;6;"0";"7";3;NA;9;44;28;0;0;3;"10";"351060";351060;10;2062;0;0;"2";"0";0;0;3908,25;5,39;"8299799";1;6;6,7;2;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";21;NA;251110;82997;"74993";"9999";0;3;6;"0";"7";3;NA;9;44;24;0;0;0;"8";"351060";351060;10;2062;0;0;"2";"0";0;0;3897,17;5,38;"8299799";1;6;9,8;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";21;NA;251110;82997;"74993";"9999";0;4;6;"0";"7";3;NA;9;44;25;0;0;0;"2";"351060";351060;10;2062;0;0;"2";"0";0;0;4070,53;5,62;"8299799";1;6;8,4;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;82997;"74993";"9999";0;4;6;"0";"7";3;NA;9;44;28;0;0;0;"4";"351060";351060;10;2062;0;0;"2";"0";0;0;4066,78;5,61;"8299799";1;6;10,6;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"9999";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;82997;"74993";"9999";0;5;6;"0";"9";7;NA;9;44;33;0;0;0;"3";"351060";351060;10;2240;0;0;"2";"0";0;0;7536;10,4;"8299799";1;4;76,8;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"39";"{ñ c";"{ñ c";"99";"99";"99";11;NA;251110;72207;"73202";"12";0;5;6;"0";"5";7;NA;9;44;35;0;0;0;"4";"355030";355030;10;2240;0;0;"2";"0";0;0;2227,02;3,07;"7220700";1;6;69,5;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;"SP";"SUDESTE";"39";"{ñ c";"{ñ c";"99";"99";"99";21;NA;251110;72207;"73202";"12";0;5;6;"0";"4";5;NA;9;44;30;0;0;0;"3";"355030";355030;10;2240;0;0;"2";"0";0;0;2122,74;2,93;"7220700";1;6;33;0;1;"CNPJ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
