"Ano";"UF";"Região";"Bairros.SP";"Bairros.Fortaleza";"Bairros.RJ";"Causa.Afastamento.1";"Causa.Afastamento.2";"Causa.Afastamento.3";"Motivo.Desligamento";"CBO.94.Ocupação";"CBO.Ocupação.2002";"CNAE.2.0.Classe";"CNAE.95.Classe";"Distritos.SP";"Vínculo.Ativo.31.12";"Faixa.Etária";"Faixa.Hora.Contrat";"Faixa.Remun.Dezem..SM.";"Faixa.Remun.Média..SM.";"Faixa.Tempo.Emprego";"Grau.Instrução.2005.1985";"Escolaridade.após.2005";"Qtd.Hora.Contr";"Idade";"Ind.CEI.Vinculado";"Ind.Simples";"Mês.Admissão";"Mês.Desligamento";"Mun.Trab";"Município";"Nacionalidade";"Natureza.Jurídica";"Ind.Portador.Defic";"Qtd.Dias.Afastamento";"Raça.Cor";"Regiões.Adm.DF";"Vl.Remun.Dezembro.Nom";"Vl.Remun.Dezembro.SM";"Vl.Remun.Média.Nom";"Vl.Remun.Média.SM";"CNAE.2.0.Subclasse";"Sexo.Trabalhador";"Tamanho.Estabelecimento";"Tempo.Emprego";"Tipo.Admissão";"Tipo.Estab";"Tipo.Estab.1";"Tipo.Defic";"Tipo.Vínculo";"IBGE.Subsetor";"Vl.Rem.Janeiro.CC";"Vl.Rem.Fevereiro.CC";"Vl.Rem.Março.CC";"Vl.Rem.Abril.CC";"Vl.Rem.Maio.CC";"Vl.Rem.Junho.CC";"Vl.Rem.Julho.CC";"Vl.Rem.Agosto.CC";"Vl.Rem.Setembro.CC";"Vl.Rem.Outubro.CC";"Vl.Rem.Novembro.CC";"Ano.Chegada.Brasil";"Ind.Trab.Intermitente";"Ind.Trab.Parcial";"Tipo.Salário";"Vl.Salário.Contratual"
2007;"SP";"SUDESTE";"                1716";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;63992;"74993";"                0033";1;4;6;"08";"07";4;NA;9;44;27;0;0;0;"0";"0000-1";355030;10;2062;0;0;"02";"{ñ c";2507,85;6,59;2443,93;6,54;"6399200";2;2;18,3;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2007;"SP";"SUDESTE";"                9999";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"                9999";1;5;5;"08";"07";7;NA;9;40;37;0;0;0;"0";"0000-1";352440;10;1155;0;0;"{ñ";"{ñ c";2449,04;6,44;2437,77;6,55;"8411600";2;5;79,7;0;1;"CNPJ                ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2007;"SP";"SUDESTE";"                9999";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;82199;"74993";"                9999";1;4;6;"07";"05";4;NA;9;44;28;0;0;0;"0";"0000-1";351300;10;2240;0;0;"02";"{ñ c";1894,76;4,98;1441,23;3,86;"8219999";2;2;14,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"AL";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;46443;"51454";"0";1;4;6;"4";"3";5;NA;9;44;25;0;0;0;"0";"270430";270430;10;2062;0;0;"4";"{ñ c";750;1,8;696,5;1,7;"4644301";1;6;25,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"AM";"NORTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;69206;"74128";"0";1;5;6;"3";"2";4;NA;9;44;33;0;1;0;"0";"130260";130260;10;2062;0;0;"8";"{ñ c";480;1,15;447,5;1,09;"6920601";1;3;18,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;94308;"91995";"0";0;4;6;"00";"07";4;NA;9;44;27;0;0;0;"2";"292530";292530;10;3999;0;0;"08";"{ñ c";0;0;2034,48;5,35;"9430800";1;5;20,8;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;94308;"91995";"0";0;5;6;"00";"07";4;NA;9;44;35;0;0;0;"7";"292530";292530;10;3999;0;0;"08";"{ñ c";0;0;2524,38;6,24;"9430800";1;5;18,3;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;94308;"91995";"0";0;4;6;"00";"07";4;NA;9;44;28;0;0;0;"10";"292530";292530;10;3999;0;0;"08";"{ñ c";0;0;2280,22;5,59;"9430800";1;5;17,2;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;94308;"91995";"0";0;5;6;"00";"07";3;NA;9;44;30;0;0;0;"3";"292530";292530;10;3999;0;0;"08";"{ñ c";0;0;2049,93;5,24;"9430800";1;5;11,7;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";21;NA;251110;94308;"91995";"0";0;5;6;"00";"08";3;NA;9;44;36;0;0;0;"4";"292530";292530;10;3999;0;0;"08";"{ñ c";0;0;3966,66;9,99;"9430800";2;5;7,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;94308;"91995";"0";0;4;6;"00";"03";2;NA;9;44;25;0;0;0;"1";"292530";292530;10;3999;0;0;"08";"{ñ c";0;0;760,05;2;"9430800";2;5;3;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;94308;"91995";"0";0;4;6;"00";"03";2;NA;9;44;25;0;0;0;"1";"292530";292530;10;3999;0;0;"08";"{ñ c";0;0;760,05;2;"9430800";2;5;3;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;94308;"91995";"0";1;5;6;"08";"07";3;NA;9;44;36;0;0;1;"0";"292530";292530;10;3999;0;0;"08";"{ñ c";2500;6,02;2512,88;6,14;"9430800";1;5;11,9;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;94308;"91995";"0";1;5;6;"03";"02";5;NA;9;44;35;0;0;0;"0";"292530";292530;10;3999;0;0;"08";"{ñ c";622,5;1,5;494,42;1,2;"9430800";1;5;32,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;94308;"91995";"0";1;4;6;"06";"04";1;NA;9;44;25;0;0;11;"0";"292530";292530;10;3999;0;0;"08";"{ñ c";1283,76;3,09;1241,88;2,99;"9430800";2;5;1,3;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"BA";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;7;5;"10";"08";8;NA;9;40;54;0;0;0;"0";"0000-1";292740;10;1104;0;0;"{ñ";"{ñ c";4823,65;11,62;3915,87;9,55;"8411600";2;10;311,9;0;1;"CNPJ                ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"DF";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;41204;"45217";"0";0;4;6;"0";"4";2;NA;9;44;25;0;0;3;"8";"0000-1";530010;10;2062;0;0;"8";"1";0;0;1196,93;2,88;"4120400";1;7;5,5;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"DF";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;6;5;"12";"10";6;NA;9;40;41;0;0;0;"0";"530010";530010;10;1015;0;0;"{ñ";"1";9013,24;21,71;7902,49;19,29;"8411600";2;10;47,3;0;1;"CNPJ                ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"ES";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;74901;"74993";"0";1;8;3;"05";"04";2;NA;9;16;65;0;0;9;"0";"320530";320530;10;2062;0;0;"08";"{ñ c";1200;2,89;1200;2,89;"7490199";1;6;3,9;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"ES";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;74901;"74993";"0";1;5;3;"03";"02";2;NA;9;16;33;0;0;9;"0";"320530";320530;10;2062;0;0;"08";"{ñ c";600;1,44;600;1,44;"7490199";1;6;3,9;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"ES";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;49302;"60267";"0";1;4;6;"05";"05";5;NA;9;44;26;0;0;0;"0";"0000-1";320060;10;2062;0;0;"02";"{ñ c";988,22;2,38;1528,54;3,72;"4930202";1;9;35,1;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"GO";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";21;NA;251110;38211;"90000";"0";0;4;6;"00";"08";3;NA;9;44;28;0;0;0;"3";"0000-1";520140;10;2062;0;0;"02";"{ñ c";0;0;3120;7,97;"3821100";1;6;10,1;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"GO";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";21;NA;251110;41204;"45217";"0";0;5;6;"00";"05";1;NA;9;44;30;0;0;10;"11";"0000-1";520450;10;2062;0;0;"02";"{ñ c";0;0;1650;3,97;"4120400";1;1;1,2;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"GO";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;38211;"90000";"0";0;6;6;"06";"05";4;NA;9;44;43;0;0;0;"12";"0000-1";520140;10;2062;0;0;"08";"{ñ c";1590,75;3,83;1553,93;3,79;"3821100";2;6;14,8;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"GO";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";11;NA;251110;72100;"73105";"0";0;5;5;"00";"07";3;NA;10;40;34;0;0;0;"10";"0000-1";520870;10;3069;0;0;"02";"{ñ c";0;0;2500;6,13;"7210000";2;8;11,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"GO";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;21106;"24511";"0";1;4;6;"07";"08";1;NA;9;44;26;0;0;11;"0";"520110";520110;10;2062;0;0;"02";"{ñ c";1973,4;4,75;3050,27;7,34;"2110600";1;5;1,4;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"GO";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;72100;"73105";"0";1;5;5;"08";"07";5;NA;9;40;30;0;0;0;"0";"0000-1";520870;10;3069;0;0;"08";"{ñ c";2500;6,02;2530,09;6,19;"7210000";2;8;29,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"GO";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;94995;"91995";"0";1;6;5;"08";"07";7;NA;9;40;47;0;0;0;"0";"520870";520870;10;3999;0;0;"02";"{ñ c";2240,18;5,39;2192,35;5,36;"9499500";2;10;86,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"GO";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;72100;"73105";"0";1;6;5;"08";"07";5;NA;10;40;45;0;0;0;"0";"0000-1";520870;10;3069;0;0;"02";"{ñ c";2500;6,02;2530,09;6,19;"7210000";2;8;29,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MG";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;65502;"66303";"0";1;7;6;"06";"05";3;NA;9;44;53;0;0;4;"0";"0000-1";310620;10;2054;0;0;"02";"{ñ c";1258,74;3,03;1258,73;3,03;"6550200";1;7;8,7;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MG";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;74901;"74993";"0";1;6;5;"09";"08";2;NA;9;40;47;0;0;9;"0";"0000-1";310620;10;2240;0;0;"02";"{ñ c";3150;7,59;3150;7,59;"7490199";1;5;3,5;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MG";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;85317;"80314";"0";1;6;6;"08";"07";4;NA;9;44;42;0;0;0;"0";"0000-1";314390;10;2062;0;0;"02";"{ñ c";2291,18;5,52;2281,46;5,57;"8531700";1;7;13,8;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MG";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;71197;"74209";"0";1;4;6;"04";"03";1;NA;9;44;27;0;0;12;"0";"0000-1";314800;10;2062;0;0;"02";"{ñ c";830;2;830;2;"7119704";1;5;0,9;1;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MG";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;78302;"74500";"0";1;7;6;"09";"08";1;NA;9;44;52;0;0;11;"0";"0000-1";310620;10;2062;0;0;"02";"{ñ c";3000;7,22;2999,94;7,22;"7830200";1;9;1,4;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MG";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;78108;"74500";"0";1;4;5;"08";"07";4;NA;9;40;27;0;0;0;"0";"0000-1";310620;10;2062;0;0;"08";"{ñ c";2544;6,13;2614,66;6,39;"7810800";1;10;20,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MG";"SUDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;49213;"60232";"0";1;6;6;"07";"06";4;NA;9;44;45;0;0;0;"0";"0000-1";310620;10;2054;0;0;"02";"{ñ c";1897,67;4,57;1881;4,59;"4921301";2;4;14,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MS";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";21;NA;251110;46818;"51519";"0";0;3;6;"0";"2";3;NA;9;44;18;0;0;4;"11";"0000-1";500020;10;2135;0;0;"8";"{ñ c";0;0;443,92;1,06;"4681805";2;3;7,4;1;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MS";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;47717;"52418";"0";1;4;6;"3";"2";7;NA;9;44;28;0;0;0;"0";"0000-1";500020;10;2062;0;0;"9";"{ñ c";568;1,36;547,61;1,33;"4771704";1;4;80,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"MT";"CENTRO-OESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;4;6;"7";"6";4;NA;9;44;28;0;0;0;"0";"510270";510270;10;1031;0;0;"{ñ";"{ñ c";1785;4,3;1785;4,36;"8411600";2;8;23,9;0;1;"CNPJ                ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";21;NA;251110;84116;"75116";"0";0;5;6;"00";"05";1;NA;9;44;35;0;0;0;"1";"261160";261160;10;3069;0;0;"08";"{ñ c";0;0;1500;3,94;"8411600";1;9;2;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;41204;"45217";"0";1;7;6;"06";"05";6;NA;9;44;52;0;0;0;"0";"0000-1";261160;10;2062;0;0;"08";"{ñ c";1635,64;3,94;1254,76;3,05;"4120400";2;8;50,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;85139;"80152";"0";1;4;6;"02";"01";3;NA;9;44;27;0;1;5;"0";"0000-1";261560;10;2135;0;0;"09";"{ñ c";415;1;416,78;1;"8513900";2;2;7,9;1;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;5;6;"07";"06";4;NA;9;44;32;0;0;0;"0";"261160";261160;10;3069;0;0;"02";"{ñ c";2000;4,81;1711,25;4,18;"8411600";2;9;23,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;6;6;"07";"06";4;NA;9;44;47;0;0;0;"0";"261160";261160;10;3069;0;0;"02";"{ñ c";2000;4,81;1703,7;4,15;"8411600";2;9;23,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;3;6;"07";"06";4;NA;9;44;24;0;0;0;"0";"261160";261160;10;3069;0;0;"02";"{ñ c";2000;4,81;1666,66;4,06;"8411600";2;9;13,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;3;6;"07";"06";4;NA;9;44;24;0;0;0;"0";"261160";261160;10;3069;0;0;"02";"{ñ c";2000;4,81;1666,66;4,06;"8411600";2;9;13,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;85325;"80322";"0";1;6;5;"10";"09";8;NA;9;40;48;0;0;0;"0";"0000-1";261160;10;1104;0;0;"{ñ";"{ñ c";5151,72;12,41;4609,92;11,23;"8532500";2;10;277,2;0;1;"CNPJ                ";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;81214;"74705";"0";1;4;6;"03";"02";4;NA;9;44;29;0;0;0;"0";"0000-1";261110;10;2062;0;0;"08";"{ñ c";561,23;1,35;548,29;1,33;"8121400";2;5;16,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PE";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;81214;"74705";"0";1;6;6;"03";"02";3;NA;9;44;42;0;0;1;"0";"0000-1";261110;10;2062;0;0;"08";"{ñ c";561,23;1,35;548,29;1,33;"8121400";2;5;11,3;1;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PI";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;6;5;"07";"07";7;NA;9;40;41;0;0;0;"0";"221100";221100;10;1104;0;0;"02";"{ñ c";2015,24;4,85;2330,42;5,73;"8411600";1;4;105,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PI";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;7;5;"07";"07";7;NA;9;40;50;0;0;0;"0";"221100";221100;10;1104;0;0;"02";"{ñ c";2015,24;4,85;2066,02;5,05;"8411600";1;4;70,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PI";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;6;5;"07";"06";7;NA;9;40;45;0;0;0;"0";"221100";221100;10;1104;0;0;"08";"{ñ c";1944,82;4,68;1984,5;4,83;"8411600";2;4;67,6;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PI";"NORDESTE";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;84116;"75116";"0";1;5;5;"08";"07";7;NA;9;40;35;0;0;0;"0";"221100";221100;10;1104;0;0;"02";"{ñ c";2581,84;6,22;2658,27;6,48;"8411600";2;4;91,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PR";"SUL";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;71120;"74209";"0";1;6;6;"11";"10";1;NA;9;44;44;0;0;10;"0";"0000-1";410180;10;2062;0;0;"02";"{ñ c";7290;17,56;7897,5;19,02;"7112000";1;8;2,1;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PR";"SUL";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;94308;"91995";"0";1;7;6;"10";"09";5;NA;9;44;54;0;0;0;"0";"410690";410690;10;3999;0;0;"02";"{ñ c";4269,3;10,28;4262,15;10,41;"9430800";1;2;28,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PR";"SUL";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;69125;"74110";"0";1;3;6;"03";"02";3;NA;9;44;18;0;0;3;"0";"410690";410690;10;3034;0;0;"02";"{ñ c";488;1,17;482,8;1,15;"6912500";1;3;9,9;1;3;"CEI                 ";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PR";"SUL";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;71120;"74209";"0";1;6;6;"09";"08";1;NA;9;44;44;0;0;10;"0";"0000-1";410180;10;2062;0;0;"02";"{ñ c";3530;8,5;3824,15;9,21;"7112000";2;8;2,1;2;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PR";"SUL";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;16102;"20109";"0";1;3;6;"09";"07";4;NA;9;44;22;0;0;0;"0";"0000-1";412710;10;2062;0;0;"02";"{ñ c";3315,21;7,98;2320,59;5,66;"1610201";2;7;13,1;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PR";"SUL";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;85317;"80314";"0";1;6;3;"06";"05";5;NA;9;20;49;0;0;0;"0";"0000-1";410690;37;3999;0;0;"02";"{ñ c";1449,13;3,49;1379,25;3,37;"8531700";2;10;26,8;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;"PR";"SUL";"0";"0";"0";"{ñ";"{ñ";"{ñ";0;NA;251110;47121;"52132";"0";1;5;6;"04";"03";4;NA;9;44;36;0;1;0;"0";"412060";412060;10;2135;0;0;"02";"{ñ c";830;2;818,33;2;"4712100";2;2;13,9;0;1;"CNPJ                ";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
